"Country","Year","IDPT","IM","AFR","BR","DR","HEP","PSE","MR","NoOfPatents","hindex","NoOfDocs","GDP","HET","X","Region","FIPS_CNTRY"
"Belgium",2008,97,99,9651,"11.90",9.8,"74.90",,"5.6",2,454,"22.06","47374.4","7.98",1961,"Europe","BE"
"Belgium",2009,96,99,8915,"11.80",9.7,"76.05",,"5.1",6,454,"23.74","43834.1","10.4",2153,"Europe","BE"
"Belgium",2010,98,99,8180,"11.90",9.6,"75.09",,"4.7",2,454,"24.62","43242.4","10.5",2345,"Europe","BE"
"Belize",1999,87,40,"100.23","29.75",5.57,"55.51",1691,22,,26,8,"3159.7","2.64",19,"South/Latin America","BH"
"Belize",2000,91,40,97.22,"29.15",5.49,"52.61",1445,21.1,,26,3,"3486.2","1.9e-05",240,"South/Latin America","BH"
"Belize",2001,96,40,"28.59",5.39,3556,"1.63e-02",,20.4,,26,3,"3555.7","0.0163",458,"South/Latin America","BH"
"Belize",2002,89,40,91.19,"28.05",5.29,"56.10",1604,19.7,1,26,8,"3704.5","0.00778",679,"South/Latin America","BH"
"Belize",2003,96,40,88.69,"27.53",5.18,"57.13",1571,19.1,,26,13,"3833.4","0.0697",902,"South/Latin America","BH"
"Belize",2004,97,40,86.2,"27.01",5.08,"57.08",16144,18.7,,26,13,"3991.3","0.000271",1126,"South/Latin America","BH"
"Belize",2005,96,40,83.7,"26.52",4.98,"59.48",,18.3,,26,18,"4097.5","0.00993",1352,"South/Latin America","BH"
"Belize",2006,98,99,81211,"26.04",4.88,"60.71",,"17.9",,26,19,"4363.9","10.2",1578,"South/Latin America","BH"
"Belize",2007,96,96,78717,"25.60",4.8,"63.51",,"17.5",,26,8,"4509.3","0.0758",1770,"South/Latin America","BH"
"Belize",2008,99,93,77253,"25.18",4.72,"64.71",1291463,"3.7",,26,9,"4665.7",105,1962,"South/Latin America","BH"
"Belize",2009,99,95,75788,"24.80",4.65,"66.31",1222307,"3.6",,26,27,"4446.6",377,2154,"South/Latin America","BH"
"Belize",2010,99,95,74324,"24.44",4.59,"66.00",125002,"3.5",,26,24,"4529.9",,2346,"South/Latin America","BH"
"Benin",1999,74,89,"119.96","43.09","12.57","46.00",1469,92.5,,49,77,"369.2","1.28",20,"Africa","BN"
"Benin",2000,78,86,"118.53","42.71","12.37","44.20",13511,90.8,,49,69,"339.5",104,241,"Africa","BN"
"Benin",2001,76,83,"117.09","42.31","12.13","49.25",1531,88.5,,49,66,"348.3",139,459,"Africa","BN"
"Benin",2002,75,80,"115.66","41.90","11.85","44.19",14135,85.7,,49,83,"378.7","1.71",680,"Africa","BN"
"Benin",2003,73,78,"113.55","41.45","11.56","47.75",1668,82.6,,49,93,464,121,903,"Africa","BN"
"Benin",2004,72,76,"111.44","40.98","11.26","47.68",1921,79.2,,49,123,"511.3","0.0587",1127,"Africa","BN"
"Benin",2005,70,74,"109.32","40.48","10.96","49.69",18799,75.7,,49,122,"532.6","0.0995",1353,"Africa","BN"
"Benin",2006,74,66,107213,"39.96","10.68","50.22",1970961,"72.3",,49,162,"557.2",166,1579,"Africa","BN"
"Benin",2007,82,70,105101,"39.43","10.42","50.75",1494869,"69.3",,49,187,"632.4",845,1771,"Africa","BN"
"Benin",2008,94,96,102125,"38.90","10.20","50.95",1925369,"17.1",,49,208,"739.3",396,1963,"Africa","BN"
"Benin",2009,97,97,99149,"38.38","10.00","53.35",2174876,"16.8",,49,253,"712.6","1.05",2155,"Africa","BN"
"Benin",2010,96,98,96172,"37.87",9.84,"51.17",2183657,"16.5",,49,246,"689.6",476,2347,"Africa","BN"
"Bermuda",1999,,,,,,,,,,55,15,"54245.5",,21,"North America","BD"
"Bermuda",2000,,,,,,,,,,55,19,"56284.2",,242,"North America","BD"
"Bermuda",2001,,,,,,,0,,,55,31,58884,,460,"North America","BD"
"Bermuda",2002,,,,,,,6,,,55,27,"62583.1",,681,"North America","BD"
"Bermuda",2003,,,,,,,,,,55,15,"66111.7",,904,"North America","BD"
"Bermuda",2004,,,,,,,,,,55,30,"70359.3",,1128,"North America","BD"
"Bermuda",2005,,,,,,,,,,55,33,75882,,1354,"North America","BD"
"Bhutan",1999,90,429,82.27,"28.68",9.29,"75.08",,62.3,,18,2,"763.8",,22,"Asia & Pacific","BT"
"Bhutan",2000,92,402,78,"27.62",8.93,"79.26",1256,59.4,,18,3,"778.2",,243,"Asia & Pacific","BT"
"Bhutan",2001,88,376,73.73,"26.55",8.59,"78.41",114,56.9,,18,2,"820.1",,461,"Asia & Pacific","BT"
"Bhutan",2002,86,351,69.46,"25.52",8.27,"83.80",,54.2,,18,10,"897.4",,682,"Asia & Pacific","BT"
"Bhutan",2003,95,329,65.74,"24.57",7.97,"74.11",,51.8,,18,5,"1009.2",,905,"Asia & Pacific","BT"
"Bhutan",2004,89,307,62.03,"23.70",7.69,"72.46",1877,49.3,,18,16,"1108.5",,1129,"Asia & Pacific","BT"
"Bhutan",2005,95,287,58.31,"22.93",7.43,"74.34",1981,47,,18,15,1259,"4.14",1355,"Asia & Pacific","BT"
"Bhutan",2006,95,90,54593,"22.29",7.22,"77.77",,"44.8",,18,33,"1348.7","5.49",1580,"Asia & Pacific","BT"
"Bhutan",2007,95,95,50876,"21.74",7.03,"84.83",,"42.7",,18,20,"1760.6",751,1772,"Asia & Pacific","BT"
"Bhutan",2008,78,66,48887,"21.27",6.88,"86.07",1908858,"66.9",,18,18,"1816.8",125,1964,"Asia & Pacific","BT"
"Bhutan",2009,83,72,46897,"20.88",6.76,"84.96",1817562,"64.6",,18,27,1795,216,2156,"Asia & Pacific","BT"
"Bhutan",2010,83,69,44908,"20.52",6.67,"84.63",2614396,"62.3",,18,47,"2211.2",137,2348,"Asia & Pacific","BT"
"Bolivia",1999,77,190,85.9,"31.97",8.59,"58.14",1927,60.4,,61,117,"995.5","55.2",23,"South/Latin America","BL"
"Bolivia",2000,75,184,85.4,"31.45",8.44,"60.10",1867,57.5,,61,67,"988.5",40,244,"South/Latin America","BL"
"Bolivia",2001,71,179,84.9,"30.94",8.29,"59.32",1846,54.7,,61,87,"939.1","13.5",462,"South/Latin America","BL"
"Bolivia",2002,77,173,84.4,"30.42",8.15,"62.82",1871,52,,61,94,"893.9","6.88",683,"South/Latin America","BL"
"Bolivia",2003,88,168,83.16,"29.87",8.01,"60.08",1994,49.4,,61,120,"896.4","7.89",906,"South/Latin America","BL"
"Bolivia",2004,84,163,81.92,"29.31",7.88,"62.55",,46.9,,61,133,"954.9","9.21",1130,"South/Latin America","BL"
"Bolivia",2005,85,158,80.68,"28.73",7.76,"66.19",,44.5,,61,140,"1020.8","8.94",1356,"South/Latin America","BL"
"Bolivia",2006,83,88,79439,"28.17",7.65,"69.89",211625,"42.3",,61,181,"1203.3","22.3",1581,"South/Latin America","BL"
"Bolivia",2007,82,83,78198,"27.66",7.55,"68.15",,"40.3",,61,210,"1355.9","4.68",1773,"South/Latin America","BL"
"Bolivia",2008,96,99,76934,"27.20",7.45,"65.05",1401465,41,,61,238,"1695.6","4.43",1965,"South/Latin America","BL"
"Bolivia",2009,93,94,75670,"26.81",7.37,"66.06",1355371,"39.5",,61,236,"1735.1","4.93",2157,"South/Latin America","BL"
"Bolivia",2010,91,95,74407,"26.48",7.29,"66.17",1001573,"38.2",,61,230,"1934.7","8.4",2349,"South/Latin America","BL"
"Bosnia and Herzegovina",1999,90,71,23.2,"10.75",,,,9.3,,44,40,,,24,"Europe",
"Bosnia and Herzegovina",2000,85,63,21.3,"10.20",,,,8.8,1,44,50,,,245,"Europe",
"Bosnia and Herzegovina",2001,91,58,19.39,9.64,,,,8.4,1,44,53,,,463,"Europe",
"Bosnia and Herzegovina",2002,80,56,17.48,9.14,,,,8,1,44,80,,,684,"Europe",
"Bosnia and Herzegovina",2002,80,56,17.48,9.14,,,,8,1,44,80,,,685,"Europe",
"Bosnia and Herzegovina",2003,87,55,17.39,8.75,,,6,7.9,3,44,103,,,907,"Europe",
"Bosnia and Herzegovina",2004,84,53,17.3,8.48,,,,7.8,2,44,124,,,1131,"Europe",
"Bosnia and Herzegovina",2005,93,52,17.21,8.34,,,,7.7,,44,192,,,1357,"Europe",
"Bosnia and Herzegovina",2006,87,85,17118,8.31,,,,"7.6",,44,221,,,1582,"Europe",
"Bosnia and Herzegovina",2007,95,96,17027,8.35,,,,"7.5",1,44,301,,,1774,"Europe",
"Bosnia and Herzegovina",2008,83,87,16643,8.42,,,1992381,"38.4",,44,454,,,1966,"Europe",
"Bosnia and Herzegovina",2009,85,86,16259,8.51,,,2256084,"36.8",,44,521,,,2158,"Europe",
"Bosnia and Herzegovina",2010,80,79,15876,8.61,,,2412779,"35.3",,44,694,,,2350,"Europe",
"Botswana",1999,97,938,68.45,"27.97","12.58","57.76",,53.1,,57,122,"3179.4",,25,"Africa","BC"
"Botswana",2000,97,918,66.05,"27.40","13.40","62.17",,54.6,,57,138,"3297.5","0.51",246,"Africa","BC"
"Botswana",2001,97,882,63.65,"26.88","14.17","72.17",,54.5,,57,127,"3078.3",254,464,"Africa","BC"
"Botswana",2002,97,845,61.25,"26.42","14.87","75.36",,54.3,,57,151,"3006.6",512,686,"Africa","BC"
"Botswana",2003,96,810,59.42,"26.02","15.51","64.07",,52.3,,57,172,"4098.8",449,908,"Africa","BC"
"Botswana",2004,96,773,57.6,"25.69","16.05","70.14",0,47.7,,57,190,"4829.5",417,1132,"Africa","BC"
"Botswana",2005,96,733,55.78,"25.42","16.50","72.74",2555,45.7,,57,211,"5294.4","0.44",1358,"Africa","BC"
"Botswana",2006,96,94,53952,"25.18","16.85","70.58",,"45.5",,57,291,"5341.4",421,1583,"Africa","BC"
"Botswana",2007,96,94,52128,"24.97","17.10","70.35",2221518,"45.9",,57,251,"5711.7","0.43",1775,"Africa","BC"
"Botswana",2008,91,84,50547,"24.75","17.27","69.64",,"7.2",,57,299,5747,567,1967,"Africa","BC"
"Botswana",2009,90,93,48967,"24.53","17.35","69.17",,"6.8",,57,276,"5178.4",925,2159,"Africa","BC"
"Botswana",2010,89,91,47386,"24.30","17.36","62.82",,"6.5",,57,285,"6980.4","0.4",2351,"Africa","BC"
"Brazil",1999,94,62,88.22,"21.17",6.41,"42.73",0,31.1,27,305,"12.49","3411.9","13.2",26,"South/Latin America","BR"
"Brazil",2000,98,60,87.47,"20.87",6.38,"40.30",,29.1,60,305,"13.21","3694.5","18.7",247,"South/Latin America","BR"
"Brazil",2001,98,58,86.73,"20.46",6.37,"42.29",7,27.1,60,305,"14.4","3128.1","19.2",465,"South/Latin America","BR"
"Brazil",2002,99,57,85.99,"19.95",6.35,"44.64",,25.3,31,305,"16.66","2810.7","16.5",687,"South/Latin America","BR"
"Brazil",2002,99,57,85.99,"19.95",6.35,"44.64",,25.3,31,305,"16.66","2810.7","16.5",688,"South/Latin America","BR"
"Brazil",2003,98,55,83.91,"19.37",6.34,"44.37",7,23.6,35,305,"18.85","3039.7",12,909,"South/Latin America","BR"
"Brazil",2004,96,53,81.82,"18.73",6.34,"47.02",,22,38,305,"22.01","3607.2","11.6",1133,"South/Latin America","BR"
"Brazil",2005,96,51,79.74,"18.06",6.33,"40.14",0,20.5,38,305,"25.02","4739.3","12.8",1359,"South/Latin America","BR"
"Brazil",2006,97,99,77660,"17.41",6.33,"41.69",,"19.1",40,305,"32.63",5788,"12.1",1584,"South/Latin America","BR"
"Brazil",2007,97,99,75578,"16.82",6.34,"41.82",,"17.9",30,305,"35.2","7194.1","11.9",1776,"South/Latin America","BR"
"Brazil",2008,96,94,74621,"16.31",6.35,"42.76",,"46.1",17,305,"40.36","8622.7","11.6",1968,"South/Latin America","BR"
"Brazil",2009,96,94,73664,"15.90",6.36,"43.57",1874184,"44.8",9,305,"44.37","8373.3","13.2",2160,"South/Latin America","BR"
"Brazil",2010,96,94,72708,"15.58",6.39,"47.02",,"43.6",4,305,"47.28","10978.1","11.2",2352,"South/Latin America","BR"
"British Indian Ocean Territory",2000,,,,,,,,,,5,1,,,248,"Asia & Pacific","IO"
"Brunei Darussalam",1999,92,96,,,,,,7.7,,40,46,"14175.6",,27,"Asia & Pacific",
"Brunei Darussalam",2000,99,106,,,,,5,7.6,,40,50,"18086.6",,249,"Asia & Pacific",
"Brunei Darussalam",2001,97,73,,,,,,7.5,,40,34,"16516.8",,466,"Asia & Pacific",
"Brunei Darussalam",2002,94,76,,,,,,7.4,,40,32,"16868.4",,689,"Asia & Pacific",
"Brunei Darussalam",2003,92,68,,,,,,7.3,,40,54,"18541.9",,910,"Asia & Pacific",
"Brunei Darussalam",2004,92,59,,,,,7,7.3,,40,61,"21819.3",,1134,"Asia & Pacific",
"Brunei Darussalam",2005,94,51,,,,,,7.1,,40,57,"25913.6",,1360,"Asia & Pacific",
"Brunei Darussalam   ",2006,97,97,25297,,,"86.81",,"7.1",,,,,"6.46",1585,"Asia & Pacific",
"Brunei Darussalam   ",2007,99,97,25067,,,"88.68",,7,,,,,,1777,"Asia & Pacific",
"Brunei Darussalam   ",2008,98,99,24652,,,"91.12",,"16.7",,,,,,1969,"Asia & Pacific",
"Brunei Darussalam   ",2009,98,99,24236,,,"92.04",,"15.6",,,,,,2161,"Asia & Pacific",
"Brunei Darussalam   ",2010,98,99,23821,,,"92.20",,"14.5",,,,,,2353,"Asia & Pacific",
"Bulgaria",1999,96,59,45.64,8.8,"13.60","66.33",,18.6,2,138,"2.12","1611.1","2.93",28,"Europe","BU"
"Bulgaria",2000,93,58,44.34,9,"14.10","60.93",,17.9,4,138,"1.92","1579.3","2.87",250,"Europe","BU"
"Bulgaria",2001,94,58,43.04,8.5,"14.00","58.39",928,17.1,4,138,"1.94","1729.2","2.89",467,"Europe","BU"
"Bulgaria",2002,93,58,41.74,8.5,"14.30","61.26",965,16.3,3,138,"1.94","2030.8","4.11",690,"Europe","BU"
"Bulgaria",2003,96,57,41.82,8.6,"14.30","62.11",1118,15.5,1,138,"2.27","2641.8","4.43",911,"Europe","BU"
"Bulgaria",2004,95,56,41.9,9,"14.20","60.76",67,14.6,1,138,"2.43","3249.3","4.06",1135,"Europe","BU"
"Bulgaria",2005,96,53,41.98,9.2,"14.60","60.92",12071,13.6,3,138,"2.82","3733.3","4.77",1361,"Europe","BU"
"Bulgaria",2006,95,96,42056,9.6,"14.70","56.95",1201048,"12.9",1,138,"2.66","4313.4","6.12",1586,"Europe","BU"
"Bulgaria",2007,95,96,42136,"10.00","15.00","58.20",1111392,"12.3",1,138,"3.38","5581.4","5.97",1778,"Europe","BU"
"Bulgaria",2008,98,99,40880,"10.40","14.80","58.54",,"6.9",,138,"3.26","6916.8","6.55",1970,"Europe","BU"
"Bulgaria",2009,99,99,39624,"10.90","14.50","55.35",,"6.8",,138,"3.59","6524.2","8.15",2162,"Europe","BU"
"Bulgaria",2010,95,94,38369,"10.20","14.90","55.69",,"6.8",,138,"3.53","6453.5","7.91",2354,"Europe","BU"
"Burkina Faso",1999,15,73,,,,,,97.4,,62,107,"267.2",,29,"Africa","UV"
"Burkina Faso",2000,45,71,,,,,,96.4,,62,81,"224.9",,251,"Africa","UV"
"Burkina Faso",2001,62,69,,,,,,95.2,,62,94,"235.5",,468,"Africa","UV"
"Burkina Faso",2002,69,67,,,,,0,93.8,,62,114,"260.7",,691,"Africa","UV"
"Burkina Faso",2003,79,65,,,,,,91.8,,62,177,"332.2",,912,"Africa","UV"
"Burkina Faso",2004,79,64,,,,,,89.4,,62,165,"371.2",,1136,"Africa","UV"
"Burkina Faso",2005,82,62,,,,,,86.4,,62,175,407,,1362,"Africa","UV"
"Burkina Faso   ",2006,86,88,131141,,,"56.86",182017,"83.1",,,,,,1587,"Africa","UV"
"Burkina Faso   ",2007,89,94,129651,,,"60.27",1718598,"79.6",,,,,"5.67",1779,"Africa","UV"
"Burkina Faso   ",2008,95,96,126802,,,"59.05",1261226,"11.8",,,,,676,1971,"Africa","UV"
"Burkina Faso   ",2009,94,96,123954,,,"49.40",1265675,"11.5",,,,,513,2163,"Africa","UV"
"Burkina Faso   ",2010,94,97,121105,,,"55.39",1116342,"11.3",,,,,"7.8",2355,"Africa","UV"
"Burundi",1999,79,308,43.09,"42.77","16.09","31.18",,92.9,,24,17,"123.5",332,30,"Africa","BY"
"Burundi",2000,80,288,40.93,"42.50","15.79","30.65",,92.1,,24,3,"130.4","0.0294",252,"Africa","BY"
"Burundi",2001,81,266,38.77,"42.42","15.55","35.31",,91.1,,24,8,"128.2","2.41",469,"Africa","BY"
"Burundi",2002,81,244,36.61,"42.53","15.35","33.52",,89.8,,24,3,"117.3","22.3",692,"Africa","BY"
"Burundi",2003,82,228,35.99,"42.78","15.16","28.35",,88.1,,24,14,108,"12.1",913,"Africa","BY"
"Burundi",2004,83,211,35.38,"43.15","14.97","37.18",,86,,24,10,"121.9","5.87",1137,"Africa","BY"
"Burundi",2005,87,198,34.76,"43.58","14.77","31.77",,83.6,,24,9,"143.8","4.19",1363,"Africa","BY"
"Burundi",2006,92,92,34145,"44.04","14.56","31.22",,81,,24,12,"158.3","3.14",1588,"Africa","BY"
"Burundi",2007,99,88,33528,"44.47","14.34","37.70",,"78.3",,24,22,"162.8","2.16",1780,"Africa","BY"
"Burundi",2008,93,94,32874,"44.83","14.10","42.69",,"76.2",,24,9,"186.9","7.52",1972,"Africa","BY"
"Burundi",2009,92,94,32219,"45.08","13.86","44.41",,"72.9",,24,14,"194.9","11.5",2164,"Africa","BY"
"Burundi",2010,91,92,31565,"45.19","13.60","62.35",1611636,"70.1",,24,33,"219.5","8.5",2356,"Africa","BY"
"Cabo Verde   ",2006,96,94,84184,,,"77.47",1754058,"23.1",,,,,0,1589,,
"Cabo Verde   ",2007,98,95,81567,,,"78.72",1832875,"22.3",,,,,0,1781,,
"Cabo Verde   ",2008,92,84,79373,,,"76.65",,"75.9",,,,,,1973,,
"Cabo Verde   ",2009,94,91,77179,,,"76.35",,"73.4",,,,,,2165,,
"Cabo Verde   ",2010,96,92,74984,,,"76.76",,"71.1",,,,,,2357,,
"Cambodia",1999,53,577,49.46,"28.32",8.91,"18.22",701,85.5,,49,32,"294.1",,31,"Asia & Pacific","CB"
"Cambodia",2000,59,577,49.11,"27.55",8.53,"20.47",11080,81.6,,49,22,299,"0.0825",253,"Asia & Pacific","CB"
"Cambodia",2001,60,571,48.76,"26.99",8.16,"20.06",1138,75.9,,49,28,"319.1","0.0669",470,"Asia & Pacific","CB"
"Cambodia",2002,54,560,48.41,"26.61",7.8,"23.06",10142,69,,49,47,"337.1",175,693,"Asia & Pacific","CB"
"Cambodia",2003,69,543,48.12,"26.37",7.47,"32.12",,62.3,,49,51,"360.1",344,914,"Asia & Pacific","CB"
"Cambodia",2004,85,526,47.84,"26.24",7.16,"32.36",124,56.6,,49,79,"405.9",155,1138,"Asia & Pacific","CB"
"Cambodia",2005,82,510,47.55,"26.18",6.89,"22.06",,51.9,,49,92,"471.2",121,1364,"Asia & Pacific","CB"
"Cambodia",2006,80,78,47265,"26.18",6.65,"17.61",,48,,49,113,"536.7","0.0283",1590,"Asia & Pacific","CB"
"Cambodia",2007,82,79,46978,"26.21",6.46,"23.71",1106172,"44.6",,49,141,"628.4","0.0432",1782,"Asia & Pacific","CB"
"Cambodia",2008,99,96,46448,"26.25",6.31,"18.63",1862308,"21.5",,49,140,"742.6","0.0771",1974,"Asia & Pacific","CB"
"Cambodia",2009,99,97,45918,"26.27",6.2,"19.45",1616892,"20.8",,49,173,"735.4",178,2166,"Asia & Pacific","CB"
"Cambodia",2010,99,97,45387,"26.23",6.12,"22.47",1439624,"20.1",,49,181,"782.6","0.0875",2358,"Asia & Pacific","CB"
"Cameroon",1999,59,296,"158.03","41.36","13.88","18.80",,93.9,1,72,197,676,,32,"Africa","CM"
"Cameroon",2000,62,310,"155.74","41.20","13.95","20.98",11681,92,,72,200,"583.1","1.39",254,"Africa","CM"
"Cameroon",2001,63,317,"153.44","41.07","13.99","24.20",1549,89.4,,72,219,"589.2","1.38",471,"Africa","CM"
"Cameroon",2002,66,320,"151.14","40.94","14.00","26.72",,86.3,,72,254,"648.3","1.06",694,"Africa","CM"
"Cameroon",2003,73,319,"147.06","40.79","13.97","27.04",2144,83,1,72,338,"790.9","2.86",915,"Africa","CM"
"Cameroon",2004,73,317,"142.97","40.60","13.89","24.38",2085,80,,72,380,"892.5","2.06",1139,"Africa","CM"
"Cameroon",2005,80,312,"138.89","40.38","13.76","22.97",2138,77.1,,72,458,"914.6","2.21",1365,"Africa","CM"
"Cameroon",2006,81,73,134805,"40.10","13.58","22.54",2031265,"74.6",,72,572,"964.6","2.74",1591,"Africa","CM"
"Cameroon",2007,82,74,130721,"39.78","13.37","22.63",2156822,"72.3",,72,601,"1069.9","2.93",1783,"Africa","CM"
"Cameroon",2008,91,89,127745,"39.43","13.12","20.69",,"41.8",,72,623,"1211.3","1.97",1975,"Africa","CM"
"Cameroon",2009,94,92,124768,"39.04","12.86","26.50",,"39.3",,72,691,"1102.5","2.52",2167,"Africa","CM"
"Cameroon",2010,92,93,121792,"38.62","12.59","30.13",1308358,"37.3",,72,733,"1090.6","4.87",2359,"Africa","CM"
"Canada",1999,91,6.9,18.06,"11.20",7.3,"69.96",12456,5.3,1810,658,"39.23","21681.4",15,33,"North America","CA"
"Canada",2000,92,6.5,17.03,"10.90",7.1,"70.35",12754,5.2,2211,658,"38.81","23559.5","18.7",255,"North America","CA"
"Canada",2001,92,6.6,16,"10.60",7.1,"69.98",12234,5.3,2211,658,"39.26","23017.4","16.6",472,"North America","CA"
"Canada",2002,93,6.1,14.98,"10.70",7.1,"69.52",12177,5.3,1774,658,"42.63","23425.2","14.2",695,"North America","CA"
"Canada",2003,91,5.9,14.73,"10.50",7.2,"70.17",,5.2,1733,658,"49.69","27335.3","13.7",916,"North America","CA"
"Canada",2004,94,5.6,14.49,"10.65",7.25,"70.32",,5.2,1429,658,"56.39","31011.9","12.1",1140,"North America","CA"
"Canada",2005,94,5.5,14.25,"10.65",7.1,"70.24",1225,5.2,1208,658,"64.26","35087.9","13.1",1366,"North America","CA"
"Canada",2006,94,94,14005,"10.90",7,"69.76",,"5.2",1000,658,"67.55","39256.7","13.3",1592,"North America","CA"
"Canada",2007,94,94,13762,"11.20",7.1,"70.19",1235893,"5.1",801,658,"71.28","43300.6","12.8",1784,"North America","CA"
"Canada",2008,84,80,13909,"11.30",7.2,"70.49",1558864,"69.9",481,658,"73.67","45199.1","13.6",1976,"North America","CA"
"Canada",2009,80,74,14057,"11.30",7.1,"70.92",1977979,"67.7",369,658,"78.91",39775,"16.3",2168,"North America","CA"
"Canada",2010,84,79,14204,"11.10",7.1,"70.76",1875389,65,206,658,"81.32","46376.3",14,2360,"North America","CA"
"Cape Verde",1999,,,,,,,,,,12,3,,,34,"Africa","CV"
"Cape Verde",2001,,,,,,,,,,12,2,,,473,"Africa","CV"
"Cape Verde",2002,,,,,,,,,,12,1,,,696,"Africa","CV"
"Cape Verde",2003,,,,,,,,,,12,7,,,917,"Africa","CV"
"Cape Verde",2004,,,,,,,,,,12,1,,,1141,"Africa","CV"
"Cape Verde",2005,,,,,,,,,,12,2,,,1367,"Africa","CV"
"Cayman Islands",1999,,,,,,,,,,14,2,,,35,"South/Latin America",
"Cayman Islands",2000,,,,,,,,,,14,2,,,256,"South/Latin America",
"Cayman Islands",2001,,,,,,,,,,14,4,,,474,"South/Latin America",
"Cayman Islands",2002,,,,,,,,,,14,4,,,697,"South/Latin America",
"Cayman Islands",2003,,,,,,,,,,14,6,,,918,"South/Latin America",
"Cayman Islands",2004,,,,,,,,,,14,5,,,1142,"South/Latin America",
"Cayman Islands",2005,,,,,,,,,,14,7,,,1368,"South/Latin America",
"C���_te d'Ivoire",1999,,,,,,,,,,,,,,41,,
"Central African Republic",1999,33,"1139.00","129.65","39.63",,,,"109.0",,32,22,,,36,,
"Central African Republic",2000,37,"1071.00","127.28","39.40",,,,"108.5",,32,12,,,257,,
"Central African Republic",2001,40,993,"124.91","39.08",,,3,"108.0",,32,11,,,475,,
"Central African Republic",2002,44,914,"122.54","38.68",,,,"107.2",,32,11,,,698,,
"Central African Republic",2003,47,838,"119.35","38.22",,,6,"106.5",,32,28,,,919,,
"Central African Republic",2004,51,762,"37.71",,,,,"105.7",,32,24,,,1143,,
"Central African Republic",2005,54,690,"112.99","37.18",,,,"104.6",,32,24,,,1369,,
"Central African Republic",2006,51,61,109806,"36.67",,,1008388,103,,32,28,,,1593,,
"Central African Republic",2007,48,59,106623,"36.19",,,993233,"101.5",,32,23,,,1785,,
"Central African Republic",2008,94,95,104965,"35.75",,,1206659,5,,32,27,,,1977,,
"Central African Republic",2009,95,96,103307,"35.38",,,1248877,5,,32,30,,,2169,,
"Central African Republic",2010,95,97,101650,"35.06",,,1238789,"4.9",,32,29,,,2361,,
"Chad",1999,45,148,"213.75","51.15","18.37","33.92",1706,"106.2",,27,7,"191.8",,37,"Africa","CD"
"Chad",2000,36,151,"212.41","51.00","18.23","42.50",1284,"105.3",,27,5,"166.9",,258,"Africa","CD"
"Chad",2001,26,153,"211.07","50.81","18.07","39.78",1379,"104.3",,27,8,"198.3",,476,"Africa","CD"
"Chad",2002,25,154,"209.73","50.59","17.89","30.99",,"103.2",,27,7,"221.8",,699,"Africa","CD"
"Chad",2003,23,153,"204.16","50.33","17.69","46.84",,"102.1",,27,14,"293.9",,920,"Africa","CD"
"Chad",2004,21,151,"198.59","50.04","17.45","35.56",1103,"101.1",,27,18,"456.8",,1144,"Africa","CD"
"Chad",2005,25,150,"193.02","49.71","17.18","41.10",1467,"100.1",,27,27,"663.7",,1370,"Africa","CD"
"Chad",2006,40,39,187449,"49.33","16.88","32.14",,99,,27,33,"716.6",,1594,"Africa","CD"
"Chad",2007,28,31,181879,"48.92","16.55","23.27",,"97.7",,27,22,"807.8",,1786,"Africa","CD"
"Chad",2008,45,58,175906,"48.47","16.19","21.56",79846,"99.7",,27,23,"938.5",,1978,"Africa","CD"
"Chad",2009,42,56,169933,"47.99","15.81","21.48",805906,"97.5",,27,31,"813.8",,2170,"Africa","CD"
"Chad",2010,45,53,163961,"47.48","15.43","24.79",648484,"95.4",,27,16,"909.3",,2362,"Africa","CD"
"Channel Islands   ",2006,,,10305,,,,,,,,,,,1595,,
"Channel Islands   ",2007,,,9912,,,,,,,,,,,1787,,
"Channel Islands   ",2008,19,27,9543,,,,,"96.3",,,,,,1979,,
"Channel Islands   ",2009,24,36,9174,,,,954915,"94.8",,,,,,2171,,
"Channel Islands   ",2010,39,46,8806,,,,811928,"93.1",,,,,,2363,,
"Chile",1999,95,26,64.78,"17.21",5.15,"41.52",1561,9.7,32,194,"2.04","4781.7","3.24",38,"South/Latin America","CI"
"Chile",2000,91,22,63.72,"16.68",5.1,"43.28",1638,9.2,20,194,"2.03","5133.1","3.41",259,"South/Latin America","CI"
"Chile",2001,97,22,62.66,"16.25",5.06,"42.80",,8.7,20,194,"2.2","4625.3","3.18",477,"South/Latin America","CI"
"Chile",2002,97,18,61.6,"15.89",5.05,"42.55",1738,8.3,33,194,"2.71","4487.2","3.78",700,"South/Latin America","CI"
