"Country","Year","IDPT","IM","AFR","BR","DR","HEP","PSE","MR","NoOfPatents","hindex","NoOfDocs","GDP","HET","X","Region","FIPS_CNTRY"
"Chile",2007,96,92,58520,"14.76",5.3,"42.54",1664837,"7.8",39,194,"5.1","10383.5","6.79",1788,"South/Latin America","CI"
"Chile",2008,,,57873,"14.61",5.36,"44.22",,,11,194,"5.7","10672.3","5.88",1980,"South/Latin America","CI"
"Chile",2009,,,57226,"14.47",5.41,"47.93",,,9,194,"6.36",10120,"5.37",2172,"South/Latin America","CI"
"Chile",2010,,,56579,"14.33",5.45,"48.11",,,5,194,"6.72","12684.9","5.48",2364,"South/Latin America","CI"
"China",1999,85,113,6.54,"14.64",6.46,"40.89",11368,31.9,2226,385,"38.67","864.7","17.2",39,"Asia & Pacific","CH"
"China",2000,85,109,6.85,"14.03",6.45,"38.28",4,30.2,2743,385,"43.73","949.2",19,260,"Asia & Pacific","CH"
"China",2001,86,105,7.17,"13.38",6.43,"35.57",,28.3,2743,385,"58.45","1041.6",21,478,"Asia & Pacific","CH"
"China",2002,86,102,"12.86",6.41,1135,"2.37e+01",,26.2,4627,385,"58.26","1135.4","23.7",701,"Asia & Pacific","CH"
"China",2002,86,102,7.48,"12.86",6.41,"35.83",,26.2,4627,385,"58.26","1135.4","23.7",702,"Asia & Pacific","CH"
"China",2003,86,98,"12.41",6.4,1274,"2.74e+01",,24.1,6094,385,"71.36","1273.6","27.4",922,"Asia & Pacific","CH"
"China",2004,87,95,7.84,"12.29",6.42,"37.97",5,22.1,6471,385,"107.18","1490.4","30.1",1146,"Asia & Pacific","CH"
"China",2005,87,92,8.02,"12.40",6.51,"38.77",,20.2,7301,385,"158.75","1731.1","30.8",1372,"Asia & Pacific","CH"
"China",2006,93,93,8198,"12.09",6.81,"40.65",,"18.5",5645,385,"186.36","2069.3","30.5",1597,"Asia & Pacific","CH"
"China",2007,93,94,8378,"12.10",6.93,"46.93",,"17.1",4442,385,"211.47","2651.3","26.7",1789,"Asia & Pacific","CH"
"China",2008,95,96,8413,"12.14",7.06,"49.95",1747809,"7.8",2757,385,"248.61","3413.6","25.6",1981,"Asia & Pacific","CH"
"China",2009,94,93,8447,"12.13",7.08,"52.50",171887,"7.8",1647,385,"293.4","3749.3","27.5",2173,"Asia & Pacific","CH"
"China",2010,92,93,8482,"11.90",7.11,"54.31",1751403,"7.9",763,385,"330.2","4433.4","27.5",2365,"Asia & Pacific","CH"
"Christmas Island",1999,,,,,,,2,,,3,1,,,40,"Asia & Pacific",
"C��_te d'Ivoire",2000,,,,,,,,,,,,,,265,,
"C��_te d'Ivoire",2001,,,,,,,,,,,,,,483,,
"C��_te d'Ivoire",2002,,,,,,,,,,,,,,708,,
"C��_te d'Ivoire",2003,,,,,,,,,,,,,,927,,
"C��_te d'Ivoire",2004,,,,,,,,,,,,,,1151,,
"C��_te d'Ivoire",2005,,,,,,,,,,,,,,1377,,
"Cocos (Keeling) Islands",2002,,,,,,,,,,2,1,,,703,"Asia & Pacific",
"Colombia",1999,74,44,93.3,"23.31",5.71,"74.48",1315,21.9,,133,684,"2196.7","8.18",42,"South/Latin America","CO"
"Colombia",2000,79,43,94.1,"22.90",5.66,"79.30",1329,21.3,,133,780,"2503.5","7.74",261,"South/Latin America","CO"
"Colombia",2001,80,42,94.9,"22.52",5.62,"78.70",1347,20.7,,133,753,"2421.3","7.21",479,"South/Latin America","CO"
"Colombia",2002,81,41,95.7,"22.17",5.59,"80.26",1530,20.1,1,133,900,"2376.1","7.17",704,"South/Latin America","CO"
"Colombia",2003,92,40,91.42,"21.85",5.56,"82.72",15540,19.5,2,133,"1.03","2261.3","6.62",923,"South/Latin America","CO"
"Colombia",2004,89,39,87.14,"21.55",5.54,"76.02",15445,19,1,133,"1.22","2752.9","5.69",1147,"South/Latin America","CO"
"Colombia",2005,93,38,82.86,"21.27",5.53,"74.21",15545,18.5,1,133,"1.44","3392.9","4.99",1373,"South/Latin America","CO"
"Colombia",2006,93,95,78580,"20.99",5.52,"74.20",1376883,18,1,133,"1.95","3712.8","4.08",1598,"South/Latin America","CO"
"Colombia",2007,93,93,74299,"20.70",5.51,"72.59",1448145,"17.5",2,133,"2.37","4663.5","2.91",1790,"South/Latin America","CO"
"Colombia",2008,97,97,73147,"20.41",5.51,"70.97",,"15.8",2,133,"3.43","5405.1","3.72",1982,"South/Latin America","CO"
"Colombia",2009,99,99,71994,"20.10",5.52,"73.42",,"14.7",4,133,4,"5116.7","5.22",2174,"South/Latin America","CO"
"Colombia",2010,99,99,70842,"19.78",5.53,"73.63",,"13.7",,133,"4.59","6179.4","5.06",2366,"South/Latin America","CO"
"Comoros",1999,73,40,65.31,"38.73","10.60","51.72",,71.9,,10,3,"432.2",,43,"Arab States","CN"
"Comoros",2000,70,39,64.74,"39.05","10.51","43.75",,71.4,,10,2,"382.2",499,262,"Arab States","CN"
"Comoros",2001,70,38,64.17,"39.26","10.40","38.67",,70.9,,10,2,"406.1","2.19",480,"Arab States","CN"
"Comoros",2002,89,37,63.59,"39.38","10.29","48.29",1579,70.6,,10,1,"451.7","1.32",705,"Arab States","CN"
"Comoros",2003,80,37,62.48,"39.42","10.18","49.20",,70.1,,10,2,"568.8","25.2",924,"Arab States","CN"
"Comoros",2004,76,36,61.36,"39.36","10.05","51.56",,69.2,,10,2,"619.1","0.0764",1148,"Arab States","CN"
"Comoros",2005,68,36,60.25,"39.20",9.92,"52.16",,68.1,,10,4,"644.3","0.0748",1374,"Arab States","CN"
"Comoros",2006,69,66,59130,"38.92",9.78,"55.03",,"66.8",,10,1,654,627,1599,"Arab States","CN"
"Comoros",2007,75,65,58014,"38.56",9.63,"56.70",,"65.4",,10,8,"734.8",,1791,"Arab States","CN"
"Comoros",2008,92,95,56636,"38.11",9.48,"59.02",1467729,17,,10,2,"816.5","1.46",1983,"Arab States","CN"
"Comoros",2009,92,89,55258,"37.61",9.33,"44.20",1608117,"16.5",,10,3,"803.5","7.34",2175,"Arab States","CN"
"Comoros",2010,88,88,53881,"37.06",9.19,"41.20",1641858,"16.1",,10,6,"795.5",,2367,"Arab States","CN"
"Congo",1999,25,324,,,,,,74.6,,49,52,,,44,"Africa","CF"
"Congo",1999,25,324,,,,,,"112.3",,49,52,,,45,"Africa","CF"
"Congo",2000,33,327,,,,,,74.8,,49,51,,,263,"Africa","CF"
"Congo",2000,33,327,,,,,,"112.3",,49,51,,,264,"Africa","CF"
"Congo",2001,30,327,,,,,,74.6,,49,40,,,481,"Africa","CF"
"Congo",2001,30,327,,,,,,"112.3",,49,40,,,482,"Africa","CF"
"Congo",2002,38,327,,,,,,74.1,,49,59,,,706,"Africa","CF"
"Congo",2002,38,327,,,,,,"112.3",,49,59,,,707,"Africa","CF"
"Congo",2003,41,327,,,,,,73.6,,49,91,,,925,"Africa","CF"
"Congo",2003,41,327,,,,,,"112.3",,49,91,,,926,"Africa","CF"
"Congo",2004,54,327,,,,,6,72.8,,49,89,,,1149,"Africa","CF"
"Congo",2004,54,327,,,,,6,"112.3",,49,89,,,1150,"Africa","CF"
"Congo",2005,60,327,,,,,,72,,49,125,,,1375,"Africa","CF"
"Congo",2005,60,327,,,,,,"112.3",,49,125,,,1376,"Africa","CF"
"Congo  Rep.",2006,62,63,131939,"39.23",,,,"71.1",2,,,,,1600,,
"Congo  Rep.",2007,70,67,130458,"39.15",,,,"69.9",,,,,,1792,,
"Congo  Rep.",2008,81,76,129711,"39.03",,,2923312,"63.8",,,,,,1984,,
"Congo  Rep.",2009,83,79,128965,"38.88",,,,"62.4",,,,,,2176,,
"Congo  Rep.",2010,74,72,128218,"38.66",,,,"60.9",,,,,,2368,,
"Cook Islands",1999,,,,,,,1,,,8,1,,,46,"Asia & Pacific",
"Cook Islands",2000,,,,,,,,,,8,2,,,266,"Asia & Pacific",
"Cook Islands",2002,,,,,,,,,,8,1,,,709,"Asia & Pacific",
"Cook Islands",2005,,,,,,,,,,8,1,,,1378,"Asia & Pacific",
"Costa Rica",1999,86,36,,,,,,11.8,1,103,219,"4111.8",,47,"South/Latin America","CS"
"Costa Rica",2000,88,35,,,,,,11.2,,103,208,4058,,267,"South/Latin America","CS"
"Costa Rica",2001,91,33,,,,,6,10.6,,103,270,"4087.1",,484,"South/Latin America","CS"
"Costa Rica",2002,94,30,,,,,,10,,103,284,"4114.6",,710,"South/Latin America","CS"
"Costa Rica",2003,88,28,,,,,0,9.5,,103,293,"4199.7",,928,"South/Latin America","CS"
"Costa Rica",2004,90,25,,,,,,9.1,1,103,378,"4379.4",,1152,"South/Latin America","CS"
"Costa Rica",2005,91,23,,,,,,9,,103,412,"4621.4",,1379,"South/Latin America","CS"
"Costa Rica   ",2006,89,90,67792,,,"68.99",,9,,,,,"44.7",1601,"South/Latin America","CS"
"Costa Rica   ",2007,89,90,65633,,,"67.24",,9,,,,,"45.4",1793,"South/Latin America","CS"
"Costa Rica   ",2008,65,64,64665,,,"69.53",,"68.5",,,,,"39.4",1985,"South/Latin America","CS"
"Costa Rica   ",2009,72,72,63697,,,"72.49",,67,1,,,,"44.2",2177,"South/Latin America","CS"
"Costa Rica   ",2010,60,74,62730,,,"73.48",2901836,"65.5",,,,,40,2369,"South/Latin America","CS"
"Cote d'Ivoire   ",2006,77,73,125474,,,"23.11",2026654,"88.3",,,,,"14.2",1602,,
"Cote d'Ivoire   ",2007,76,67,125554,,,"22.40",2154308,"86.1",,,,,"12.7",1794,,
"Cote d'Ivoire   ",2008,90,89,126494,,,"24.52",,"9.1",,,,,"11.9",1986,,
"Cote d'Ivoire   ",2009,86,81,127435,,,"26.46",,9,,,,,"8.23",2178,,
"Cote d'Ivoire   ",2010,88,83,128375,,,"26.51",,9,,,,,"2.17",2370,,
"Croatia",1999,93,45,16.42,"10.00","11.50","87.34",,7.4,,143,"1.78","5067.6","8.28",48,"Europe","HR"
"Croatia",2000,93,42,15.73,9.8,"11.20","86.14",,7.2,1,143,"1.89","4861.7","8.68",268,"Europe","HR"
"Croatia",2001,94,36,15.04,9.2,"11.20","83.28",6,6.9,1,143,"2.01","5191.9","10.3",485,"Europe","HR"
"Croatia",2002,95,37,14.36,9,"11.40","80.05",8581,6.6,3,143,"2.29","5974.1","12.2",711,"Europe","HR"
"Croatia",2003,94,36,14.2,8.9,"11.80","82.61",896,6.4,1,143,"2.79",7690,"12.2",929,"Europe","HR"
"Croatia",2004,96,31,14.05,9.1,"11.20","81.06",913,6.1,,143,"3.09","9237.1",13,1153,"Europe","HR"
"Croatia",2005,96,28,13.89,9.56,"11.66","86.02",0,5.8,3,143,"3.6","10090.4","11.4",1380,"Europe","HR"
"Croatia",2006,96,95,13739,9.33,"11.34","86.07",,"5.6",,143,"3.58","11228.6","9.85",1603,,
"Croatia",2007,96,96,13585,9.4,"11.80","87.03",959058,"5.3",2,143,"4.15",13376,"8.21",1795,,
"Croatia",2008,74,63,13415,9.9,"11.80","84.87",2176741,"83.9",,143,"4.48","15695.8","8.35",1987,,
"Croatia",2009,81,67,13245,"10.10","11.80","84.89",,82,,143,"5.13","14053.8","9.76",2179,,
"Croatia",2010,85,70,13076,9.8,"11.80","84.80",,"79.8",,143,"5.53","13326.5","9.15",2371,,
"Cuba",1999,95,14,60.86,"13.29",7.08,"91.19",,6.9,,93,"1.28","2555.1",23,49,"South/Latin America","CU"
"Cuba",2000,95,13,57.34,"13.04",7.1,"90.83",,6.5,,93,"1.2","2744.1","21.4",269,"South/Latin America","CU"
"Cuba",2001,98,12,53.82,"12.79",7.12,"90.44",,6.2,,93,"1.3","2835.1","29.6",486,"South/Latin America","CU"
"Cuba",2002,99,11,50.3,"12.50",7.14,"88.14",,6,,93,"1.3","2995.9","34.6",712,"South/Latin America","CU"
"Cuba",2003,72,10,49.28,"12.17",7.16,"89.45",,5.7,,93,"1.04","3192.4","17.3",930,"South/Latin America","CU"
"Cuba",2004,88,9.6,48.27,"11.81",7.18,"89.09",,5.5,,93,"1.05","3388.8","11.8",1154,"South/Latin America","CU"
"Cuba",2005,89,9.2,47.25,"11.44",7.2,"91.96",,5.3,,93,"1.32","3776.5","18.3",1381,"South/Latin America","CU"
"Cuba",2006,89,96,46233,"11.06",7.23,"92.31",,"5.1",,93,"1.76",4667,"35.3",1604,"South/Latin America","CU"
"Cuba",2007,93,97,45216,"10.70",7.27,"94.85",,5,,93,"1.77","5185.4",,1796,"South/Latin America","CU"
"Cuba",2008,96,98,44790,"10.38",7.32,"95.37",1066337,"5.1",,93,"1.73","5382.8",,1988,"South/Latin America","CU"
"Cuba",2009,96,95,44364,"10.12",7.38,"95.78",1024922,"4.7",,93,"2.02","5499.1",,2180,"South/Latin America","CU"
"Cuba",2010,97,96,43937,9.91,7.45,"95.19",994571,"4.4",,93,"1.85",5702,,2372,"South/Latin America","CU"
"Curacao",2006,,,32734,"13.60",8,,,,,,,,,1605,,
"Curacao",2007,,,31746,"13.40",7.9,,,,,,,,,1797,,
"Curacao",2008,95,98,30968,"13.80",8.6,,,"4.9",,,,,,1989,,
"Curacao",2009,96,99,30189,"13.00",7.9,,,"4.8",,,,,,2181,,
"Curacao",2010,96,99,29411,"13.60",8.4,,,"4.7",,,,,,2373,,
"Cyprus",1999,97,4.8,10.72,"13.76",6.86,"42.66",138,6,,86,192,"14236.9","3.15",50,"Europe","CY"
"Cyprus",2000,97,4,9.56,"13.24",6.84,"41.65",1433,5.6,,86,204,"13421.7","1.67",270,"Europe","CY"
"Cyprus",2001,97,4.8,8.39,"12.83",6.81,"42.36",14355,5.3,,86,195,"13797.1","2.03",487,"Europe","CY"
"Cyprus",2002,98,2.3,7.23,"12.50",6.79,"44.98",1495,5,,86,256,"14862.5","1.79",713,"Europe","CY"
"Cyprus",2003,98,4,7.09,"12.25",6.78,"45.13",1650,4.7,,86,268,"18428.9","3.89",931,"Europe","CY"
"Cyprus",2004,98,3.4,6.96,"12.07",6.78,"43.84",1585,4.3,,86,413,"21380.9","8.58",1155,"Europe","CY"
"Cyprus",2005,98,3.8,6.82,"11.94",6.78,"41.81",1588,4.1,,86,527,"22430.6",17,1382,"Europe","CY"
"Cyprus",2006,97,87,6687,"11.86",6.79,"42.43",1622108,"3.8",,86,620,"23863.6","22.7",1606,"Europe","CY"
"Cyprus",2007,97,87,6552,"11.81",6.8,"42.59",1674084,"3.5",,86,724,"27860.3","29.4",1798,"Europe","CY"
"Cyprus",2008,,,6336,"11.76",6.82,"41.36",,,,86,864,"31928.4","30.4",1990,"Europe","CY"
"Cyprus",2009,,,6120,"11.72",6.84,"44.74",,,,86,"1.18","29427.9","30.9",2182,"Europe","CY"
"Cyprus",2010,,,5905,"11.66",6.86,"43.28",,,,86,"1.34",27889,"36.9",2374,"Europe","CY"
"Czech Republic",1999,98,18,,,,,,6,7,239,"5.63",6045,,51,"Europe","EZ"
"Czech Republic",2000,98,16,,,,,,5.6,,239,"5.68","5734.5",,271,"Europe","EZ"
"Czech Republic",2001,98,15,,,,,,5.3,,239,"6.24",6301,,488,"Europe","EZ"
"Czech Republic",2002,98,13,,,,,,5.1,9,239,"6.68","7691.1",,714,"Europe","EZ"
"Czech Republic",2003,97,13,,,,,,4.8,7,239,"7.91","9347.9",,932,"Europe","EZ"
"Czech Republic",2004,98,12,,,,,,4.6,4,239,"8.66","11177.4",,1156,"Europe","EZ"
"Czech Republic",2005,97,11,,,,,,4.4,4,239,"9.73","12736.2",,1383,"Europe","EZ"
"Czech Republic   ",2006,98,98,11166,,,"86.73",1052872,"4.2",3,,,,"14.3",1607,"Europe","EZ"
"Czech Republic   ",2007,99,98,11117,,,"85.19",987837,"3.9",7,,,,"13.2",1799,"Europe","EZ"
"Czech Republic   ",2008,97,87,9875,,,"82.55",176808,"3.3",4,,,,"13.6",1991,"Europe","EZ"
"Czech Republic   ",2009,99,87,8633,,,"83.96",1726526,"3.1",3,,,,"14.6",2183,"Europe","EZ"
"Czech Republic   ",2010,99,87,7390,,,"83.76",1580333,"2.9",,,,,"15.3",2375,"Europe","EZ"
"Democratic Republic Congo",1999,,,,,,,6,,,28,27,,,52,,
"Democratic Republic Congo",2000,,,,,,,,,,28,7,,,272,,
"Democratic Republic Congo",2001,,,,,,,,,,28,3,,,489,,
"Democratic Republic Congo",2002,,,,,,,,,,28,6,,,715,,
"Democratic Republic Congo",2003,,,,,,,,,,28,4,,,933,,
"Democratic Republic Congo",2004,,,,,,,,,,28,11,,,1157,,
"Democratic Republic Congo",2005,,,,,,,,,,28,17,,,1384,,
"Denmark",1999,99,13,7.45,"12.40","11.10","83.95",14501,4.7,34,427,"8.84","32685.3",20,53,"Europe","DA"
"Denmark",2000,97,13,7.17,"12.60","10.90","83.86",15341,4.6,29,427,"8.87","29980.2","21.4",273,"Europe","DA"
"Denmark",2001,97,11,6.9,"12.20","10.90","84.18",15476,4.5,29,427,"8.84","29946.4","20.8",490,"Europe","DA"
"Denmark",2002,98,8.6,6.62,"11.90","10.90","84.49",15387,4.4,41,427,"9.19","32344.3","22.5",716,"Europe","DA"
"Denmark",2003,96,8.4,6.47,"12.00","10.70","84.55",1507,4.4,36,427,"10.51","39443.3","20.2",934,"Europe","DA"
"Denmark",2004,95,7.6,6.32,"12.00","10.30","84.27",15388,4.2,24,427,"11.4","45282.1","20.3",1158,"Europe","DA"
"Denmark",2005,93,8.4,6.17,"11.90","10.10","84.48",15661,4.1,14,427,"12.35","47546.6","23.4",1385,"Europe","DA"
"Denmark",2006,93,90,6019,"12.00","10.20","84.64",1540043,"3.9",,427,"13.1","50462.2","20.2",1608,"Europe","DA"
"Denmark",2007,87,89,5869,"11.70","10.20","84.40",1533443,"3.8",12,427,"13.78","57021.2","16.8",1800,"Europe","DA"
"Denmark",2008,99,97,5715,"11.80",9.9,"84.66",951579,"3.7",7,427,"14.35","62596.5","15.6",1992,"Europe","DA"
"Denmark",2009,99,98,5562,"11.40",9.9,"85.04",976144,"3.6",4,427,"15.87","56226.6","17.9",2184,"Europe","DA"
"Denmark",2010,99,98,5408,"11.40",9.8,"85.13",969161,"3.4",,427,"16.81","56451.7","14.2",2376,"Europe","DA"
"Djibouti",1999,23,619,28.32,"30.93","10.30","70.87",229,85.7,,13,2,"753.3",,54,"Arab States","DJ"
"Djibouti",2000,46,619,27.85,"30.21","10.25","67.79",2939,84.8,,13,1,"762.5",,274,"Arab States","DJ"
"Djibouti",2001,53,619,27.38,"29.73","10.22","64.89",2628,83.9,,13,2,"780.1",,491,"Arab States","DJ"
"Djibouti",2002,62,619,26.91,"29.42","10.18","64.54",2549,82.6,,13,2,"794.1",,717,"Arab States","DJ"
"Djibouti",2003,68,619,25.93,"29.21","10.13","66.99",2427,81.4,,13,5,"823.8",,935,"Arab States","DJ"
"Djibouti",2004,64,619,24.96,"29.09","10.07","68.02",247,80,,13,4,"869.8",,1159,"Arab States","DJ"
"Djibouti",2005,71,619,23.99,"29.00",9.98,"68.46",2272,78.3,,13,5,"912.5",,1386,"Arab States","DJ"
"Djibouti",2006,72,67,23023,"28.92",9.87,"66.69",2214541,"76.6",,13,7,"976.3",,1609,"Arab States","DJ"
"Djibouti",2007,88,74,22053,"28.84",9.73,"69.13",2226884,"74.9",,13,11,"1061.6",,1801,"Arab States","DJ"
"Djibouti",2008,88,87,21367,"28.74",9.58,"71.36",1488921,"3.6",,13,8,,,1993,"Arab States","DJ"
"Djibouti",2009,89,84,20681,"28.59",9.42,"70.88",1506724,"3.4",,13,17,,"0.0816",2185,"Arab States","DJ"
"Djibouti",2010,90,85,19994,"28.39",9.24,"57.93",,"3.3",,13,14,,,2377,"Arab States","DJ"
"Dominica",2000,,,,,,,,13.6,18,15,1,"4656.6","6.53",275,"South/Latin America","DO"
"Dominica",2001,,,,,,,,13.4,18,15,6,"4750.9","6.39",492,"South/Latin America","DO"
"Dominica",2002,,,,,,,,13.2,20,15,3,"4684.4","7.69",718,"South/Latin America","DO"
"Dominica",2003,,,,,,,,12.9,14,15,9,"4864.6","7.22",936,"South/Latin America","DO"
"Dominica",2004,,,,,,,,12.8,6,15,5,"5218.3","7.9",1160,"South/Latin America","DO"
"Dominica",2005,,,,,,,,12.6,5,15,11,"5126.2","7.48",1387,"South/Latin America","DO"
"Dominican Republic",1999,83,104,,,,,,33.5,1,41,30,"2545.7",,55,"South/Latin America","DR"
"Dominican Republic",2000,78,100,,,,,,32.4,1,41,29,"2769.9",,276,"South/Latin America","DR"
"Dominican Republic",2001,72,96,,,,,,31.4,1,41,18,"2829.2",,493,"South/Latin America","DR"
"Dominican Republic",2002,82,92,,,,,,30.5,,41,20,"2973.7",,719,"South/Latin America","DR"
"Dominican Republic",2003,79,89,,,,,,29.6,,41,26,"2344.5",,937,"South/Latin America","DR"
"Dominican Republic",2004,81,85,,,,,,28.7,,41,34,"2407.2",,1161,"South/Latin America","DR"
"Dominican Republic",2005,87,82,,,,,2,27.8,,41,41,"3635.7",,1388,"South/Latin America","DR"
"Dominican Republic   ",2006,89,79,108881,,,"46.96",,27,6,,,,"5.66",1610,"South/Latin America","DR"
"Dominican Republic   ",2007,87,79,108701,,,"46.69",1257788,"26.2",2,,,,"10.6",1802,"South/Latin America","DR"
"Dominican Republic   ",2008,89,73,106878,,,"50.94",,73,1,,,,"3.74",1994,"South/Latin America","DR"
"Dominican Republic   ",2009,89,84,105056,,,"47.68",,"71.1",2,,,,"2.51",2186,"South/Latin America","DR"
"Dominican Republic   ",2010,88,85,103233,,,"50.40",124846,"69.3",2,,,,"2.35",2378,"South/Latin America","DR"
"Ecuador",1999,80,112,84.35,"25.65",5.15,"39.39",667,29.3,2,83,122,"1547.7","6.32",56,"South/Latin America","EC"
"Ecuador",2000,88,107,84.55,"25.32",5.08,"31.25",496,28.2,1,83,123,"1462.3","5.62",277,"South/Latin America","EC"
"Ecuador",2001,90,101,84.75,"24.98",5.02,"34.49",4203,27.2,1,83,118,"1914.4","4.6",494,"South/Latin America","EC"
"Ecuador",2002,89,97,84.95,"24.65",4.98,"33.72",,26.3,,83,146,2191,"6.64",720,"South/Latin America","EC"
"Ecuador",2003,89,92,84.67,"24.31",4.96,"25.04",,25.5,9,83,203,"2442.3","5.98",938,"South/Latin America","EC"
"Ecuador",2004,90,88,84.38,"23.95",4.95,"27.16",9,24.8,9,83,206,"2704.7","7.36",1162,"South/Latin America","EC"
"Ecuador",2005,94,83,84.08,"23.59",4.95,"27.72",,24.1,22,83,281,"3012.8","7.66",1389,"South/Latin America","EC"
"Ecuador",2006,98,97,83794,"23.22",4.96,"31.59",,"23.5",5,83,296,"3337.4","7.87",1611,"South/Latin America","EC"
"Ecuador",2007,99,98,83504,"22.85",4.96,"34.36",,"22.8",10,83,333,"3574.9","6.17",1803,"South/Latin America","EC"
"Ecuador",2008,85,79,82210,"22.49",4.97,"36.10",,"25.5",,83,394,"4255.9","4.18",1995,"South/Latin America","EC"
"Ecuador",2009,82,79,80915,"22.14",4.96,"35.80",,"24.8",7,83,475,"4236.8","4.02",2187,"South/Latin America","EC"
"Ecuador",2010,88,79,79621,"21.79",4.96,"36.84",,"24.1",2,83,431,"4500.6","8.43",2379,"South/Latin America","EC"
"Egypt",1999,97,27,,,,,,38.4,3,132,"2.7",,,57,"Arab States","EG"
"Egypt",2000,98,26,,,,,0,36.1,,132,"2.78",,,278,"Arab States","EG"
"Egypt",2001,99,25,,,,,,33.8,,132,"3.12",,,495,"Arab States","EG"
"Egypt",2002,97,24,,,,,5,31.7,2,132,"3.33",,,721,"Arab States","EG"
"Egypt",2003,98,23,,,,,,29.6,,132,"3.88",,,939,"Arab States","EG"
"Egypt",2004,97,22,,,,,8,27.7,,132,"4.27",,,1163,"Arab States","EG"
"Egypt",2005,98,21,,,,,,25.9,,132,"4.48",,,1390,"Arab States","EG"
"Egypt  Arab Rep.",2006,98,98,49468,"24.43",,,996842,"24.3",1,,,,,1612,,
"Egypt  Arab Rep.",2007,98,97,48714,"24.43",,,937942,"22.9",3,,,,,1804,,
"Egypt  Arab Rep.",2008,99,98,47564,"24.38",,,,"22.2",,,,,,1996,,
"Egypt  Arab Rep.",2009,99,97,46414,"24.26",,,,"21.6",4,,,,,2188,,
"Egypt  Arab Rep.",2010,99,95,45265,"24.08",,,1175183,21,,,,,,2380,,
"El Salvador",1999,94,40,,,,,,28,,31,12,"2102.4",,58,"South/Latin America","ES"
"El Salvador",2000,99,37,,,,,,26.4,2,31,16,"2204.2",,279,"South/Latin America","ES"
"El Salvador",2001,92,36,,,,,,25,2,31,24,"2307.8",,496,"South/Latin America","ES"
"El Salvador",2002,81,38,,,,,,23.6,,31,32,"2381.2",,722,"South/Latin America","ES"
"El Salvador",2003,94,33,,,,,,22.2,2,31,26,"2495.6",,940,"South/Latin America","ES"
"El Salvador",2004,90,32,,,,,,21,,31,59,"2611.2",,1164,"South/Latin America","ES"
"El Salvador",2005,89,39,,,,,,19.7,,31,46,"2814.9",,1391,"South/Latin America","ES"
"El Salvador   ",2006,96,98,84558,,,"62.21",1557183,"18.4",,,,,"4.45",1613,"South/Latin America","ES"
"El Salvador   ",2007,99,99,82718,,,"59.30",1694065,"17.3",,,,,"4.57",1805,"South/Latin America","ES"
"El Salvador   ",2008,97,92,81370,,,"59.66",98629,"21.6",,,,,"4.29",1997,"South/Latin America","ES"
"El Salvador   ",2009,97,95,80022,,,"60.51",,"20.5",,,,,"5.1",2189,"South/Latin America","ES"
"El Salvador   ",2010,97,96,78675,,,"62.06",,"19.6",,,,,"5.79",2381,"South/Latin America","ES"
"Equatorial Guinea",1999,33,99,,,,,5,"101.3",,15,6,"1736.5",,59,"Africa","EK"
"Equatorial Guinea",2001,33,102,,,,,3,96.7,,15,3,"3247.6",,497,"Africa","EK"
"Equatorial Guinea",2002,33,103,,,,,,94.5,,15,2,"3893.3",,723,"Africa","EK"
"Equatorial Guinea",2003,33,104,,,,,,92.3,,15,5,"5192.8",,941,"Africa","EK"
"Equatorial Guinea",2004,33,105,,,,,,90.1,,15,9,"8943.7",,1165,"Africa","EK"
"Equatorial Guinea",2005,33,110,,,,,,87.7,,15,5,"13612.8",,1392,"Africa","EK"
"Equatorial Guinea   ",2006,33,51,124035,,,"66.43",,"85.4",,,,,,1614,"Africa","EK"
"Equatorial Guinea   ",2007,33,51,122851,,,"68.81",,"83.1",,,,,,1806,"Africa","EK"
"Equatorial Guinea   ",2008,98,95,120809,,,"53.14",1944883,"16.4",,,,,,1998,"Africa","EK"
"Equatorial Guinea   ",2009,91,95,118767,,,"71.45",1854698,"15.6",,,,,,2190,"Africa","EK"
"Equatorial Guinea   ",2010,92,92,116724,,,"67.11",1616422,"14.9",,,,,,2382,"Africa","EK"
"Eritrea",1999,93,165,"100.74","39.88",9.92,"42.78",557,61.2,1,25,12,"181.5",,60,"Africa","ER"
"Eritrea",2000,81,157,97.84,"39.82",9.54,"39.13",,58.4,,25,12,"179.3",0,280,"Africa","ER"
"Eritrea",2001,86,148,94.94,"39.86",9.25,"38.69",586,55.9,,25,16,"183.4",0,498,"Africa","ER"
"Eritrea",2002,90,140,92.04,"39.94",9.01,"44.30",563,53.5,5,25,21,"170.3",,724,"Africa","ER"
"Eritrea",2003,93,133,89.01,"40.01",8.8,"40.00",519,51.3,2,25,25,"194.6","18.2",942,"Africa","ER"
"Eritrea",2004,98,126,85.99,"40.03",8.62,"41.91",574,49.4,1,25,26,"237.7",,1166,"Africa","ER"
"Eritrea",2005,96,121,82.96,"39.97",8.45,"38.78",,47.4,,25,30,"226.3",,1393,"Africa","ER"
"Eritrea",2006,96,95,79940,"39.82",8.27,"45.57",516807,"45.6",,25,43,"240.5",,1615,"Africa","ER"
"Eritrea",2007,96,95,76915,"39.59",8.08,"45.28",,44,,25,41,253,,1807,"Africa","ER"
"Eritrea",2008,33,51,74588,"39.29",7.88,"56.84",,"80.8",2,25,23,"256.4",,1999,"Africa","ER"
